,X,DOSE,DOSE_UNIT,RECOMP_DOSE
12307,3017378023,50,mg/kg,NA
12308,3017378022,15,mg/kg,NA
12309,3017378021,15,mg/kg,NA
12310,3017378020,15,mg/kg,NA
12311,3017378019,0,mg/kg,NA
12312,3017378018,0,mg/kg,NA
12313,3017378017,0,mg/kg,NA
12314,3017378016,150,mg/kg,NA
12315,3017378015,150,mg/kg,NA
12316,3017378014,150,mg/kg,NA
12317,3017378013,50,mg/kg,NA
12318,3017378012,50,mg/kg,NA
12319,3017378011,50,mg/kg,NA
12320,3017378010,15,mg/kg,NA
12321,3017378009,15,mg/kg,NA
12322,3017378008,15,mg/kg,NA
12323,3017378007,0,mg/kg,NA
12324,3017378006,0,mg/kg,NA
12325,3017378005,0,mg/kg,NA
12326,3017376016,200,mg/kg,NA
12327,3017376015,200,mg/kg,NA
12328,3017376014,200,mg/kg,NA
12329,3017376013,60,mg/kg,NA
12330,3017376012,60,mg/kg,NA
12331,3017376011,60,mg/kg,NA
12332,3017376010,20,mg/kg,NA
12333,3017376009,20,mg/kg,NA
12334,3017376008,20,mg/kg,NA
12335,3017376007,0,mg/kg,NA
12336,3017376006,0,mg/kg,NA
12337,3017376005,0,mg/kg,NA
12338,3017376004,200,mg/kg,NA
12339,3017376003,200,mg/kg,NA
12340,3017376002,200,mg/kg,NA
12341,3017376001,60,mg/kg,NA
12342,3017375030,60,mg/kg,NA
12343,3017375029,60,mg/kg,NA
12344,3017375028,20,mg/kg,NA
12345,3017375027,20,mg/kg,NA
12346,3017375026,20,mg/kg,NA
12347,3017375025,0,mg/kg,NA
12348,3017375024,0,mg/kg,NA
12349,3017375023,0,mg/kg,NA
12350,3017374028,600,mg/kg,NA
12351,3017374027,600,mg/kg,NA
12352,3017374026,600,mg/kg,NA
12353,3017374025,200,mg/kg,NA
12354,3017374024,200,mg/kg,NA
12355,3017374023,200,mg/kg,NA
12356,3017374022,60,mg/kg,NA
12357,3017374021,60,mg/kg,NA
12358,3017374020,60,mg/kg,NA
12359,3017374019,0,mg/kg,NA
12360,3017374018,0,mg/kg,NA
12361,3017374017,0,mg/kg,NA
12362,3017374016,600,mg/kg,NA
12363,3017374015,600,mg/kg,NA
12364,3017374014,600,mg/kg,NA
12365,3017374013,200,mg/kg,NA
12366,3017374012,200,mg/kg,NA
12367,3017374011,200,mg/kg,NA
12368,3017374010,60,mg/kg,NA
12369,3017374009,60,mg/kg,NA
12370,3017374008,60,mg/kg,NA
12371,3017374007,0,mg/kg,NA
12372,3017374006,0,mg/kg,NA
12373,3017374005,0,mg/kg,NA
12374,3017372016,5,mg/kg,NA
12375,3017372015,5,mg/kg,NA
12376,3017372014,5,mg/kg,NA
12377,3017372013,1.5,mg/kg,NA
12378,3017372012,1.5,mg/kg,NA
12379,3017372011,1.5,mg/kg,NA
12380,3017372010,0.5,mg/kg,NA
12381,3017372009,0.5,mg/kg,NA
12382,3017372008,0.5,mg/kg,NA
12383,3017372007,0,mg/kg,NA
12384,3017372006,0,mg/kg,NA
12385,3017372005,0,mg/kg,NA
12386,3017372004,5,mg/kg,NA
12387,3017372003,5,mg/kg,NA
12388,3017372002,5,mg/kg,NA
12389,3017372001,1.5,mg/kg,NA
12390,3017371030,1.5,mg/kg,NA
12391,3017371029,1.5,mg/kg,NA
12392,3017371028,0.5,mg/kg,NA
12393,3017371027,0.5,mg/kg,NA
12394,3017371026,0.5,mg/kg,NA
12395,3017371025,0,mg/kg,NA
12396,3017371024,0,mg/kg,NA
12397,3017371023,0,mg/kg,NA
12398,3017371022,150,mg/kg,NA
12399,3017371021,150,mg/kg,NA
12400,3017371020,150,mg/kg,NA
12401,3017371019,50,mg/kg,NA
12402,3017371018,50,mg/kg,NA
12403,3017371017,50,mg/kg,NA
12404,3017371016,15,mg/kg,NA
12405,3017371015,15,mg/kg,NA
12406,3017371014,15,mg/kg,NA
12407,3017371013,0,mg/kg,NA
12408,3017371012,0,mg/kg,NA
12409,3017371011,0,mg/kg,NA
12410,3017371010,150,mg/kg,NA
12411,3017371009,150,mg/kg,NA
12412,3017371008,150,mg/kg,NA
12413,3017371007,50,mg/kg,NA
12414,3017371006,50,mg/kg,NA
12415,3017371005,50,mg/kg,NA
12416,3017371004,15,mg/kg,NA
12417,3017371003,15,mg/kg,NA
12418,3017371002,15,mg/kg,NA
12419,3017371001,0,mg/kg,NA
12420,3017370030,0,mg/kg,NA
12421,3017370029,0,mg/kg,NA
12422,3017369023,400,mg/kg,NA
12423,3017369022,400,mg/kg,NA
12424,3017369021,400,mg/kg,NA
12425,3017369020,120,mg/kg,NA
12426,3017369019,120,mg/kg,NA
12427,3017369018,120,mg/kg,NA
12428,3017369017,40,mg/kg,NA
12429,3017369016,40,mg/kg,NA
12430,3017369015,40,mg/kg,NA
12431,3017369014,0,mg/kg,NA
12432,3017369013,0,mg/kg,NA
12433,3017369011,400,mg/kg,NA
12434,3017369010,400,mg/kg,NA
12435,3017369009,400,mg/kg,NA
12436,3017369008,120,mg/kg,NA
12437,3017369007,120,mg/kg,NA
12438,3017369006,120,mg/kg,NA
12439,3017369005,40,mg/kg,NA
12440,3017369004,40,mg/kg,NA
12441,3017369003,40,mg/kg,NA
12442,3017369002,0,mg/kg,NA
12443,3017369001,0,mg/kg,NA
12444,3017368030,0,mg/kg,NA
12445,3017366029,150,mg/kg,NA
12446,3017366028,150,mg/kg,NA
12447,3017366027,150,mg/kg,NA
12448,3017366026,50,mg/kg,NA
12449,3017366025,50,mg/kg,NA
12450,3017366024,50,mg/kg,NA
12451,3017366023,15,mg/kg,NA
12452,3017366022,15,mg/kg,NA
12453,3017366021,15,mg/kg,NA
12454,3017366020,0,mg/kg,NA
12455,3017366019,0,mg/kg,NA
12456,3017366018,0,mg/kg,NA
12457,3017366017,150,mg/kg,NA
12458,3017366016,150,mg/kg,NA
12459,3017366015,150,mg/kg,NA
12460,3017366014,50,mg/kg,NA
12461,3017366013,50,mg/kg,NA
12462,3017366012,50,mg/kg,NA
12463,3017366011,15,mg/kg,NA
12464,3017366010,15,mg/kg,NA
12465,3017366009,15,mg/kg,NA
12466,3017366008,0,mg/kg,NA
12467,3017366007,0,mg/kg,NA
12468,3017366006,0,mg/kg,NA
12469,3017365011,400,mg/kg,NA
12470,3017365010,400,mg/kg,NA
12471,3017365009,400,mg/kg,NA
12472,3017365008,120,mg/kg,NA
12473,3017365007,120,mg/kg,NA
12474,3017365006,120,mg/kg,NA
12475,3017365005,40,mg/kg,NA
12476,3017365004,40,mg/kg,NA
12477,3017365003,40,mg/kg,NA
12478,3017365002,0,mg/kg,NA
12479,3017365001,0,mg/kg,NA
12480,3017364030,0,mg/kg,NA
12481,3017364029,400,mg/kg,NA
12482,3017364028,400,mg/kg,NA
12483,3017364027,400,mg/kg,NA
12484,3017364026,120,mg/kg,NA
12485,3017364025,120,mg/kg,NA
12486,3017364024,120,mg/kg,NA
12487,3017364023,40,mg/kg,NA
12488,3017364022,40,mg/kg,NA
12489,3017364021,40,mg/kg,NA
12490,3017364020,0,mg/kg,NA
12491,3017364019,0,mg/kg,NA
12492,3017364018,0,mg/kg,NA
12493,3017364015,0,mg/kg,NA
12494,3017364014,0,mg/kg,NA
12495,3017363030,300,mg/kg,NA
12496,3017363029,300,mg/kg,NA
12497,3017363028,100,mg/kg,NA
12498,3017363023,0,mg/kg,NA
12499,3017363022,150,mg/kg,NA
12500,3017363021,150,mg/kg,NA
12501,3017363020,150,mg/kg,NA
12502,3017363019,50,mg/kg,NA
12503,3017363018,50,mg/kg,NA
12504,3017363017,50,mg/kg,NA
12505,3017363016,15,mg/kg,NA
12506,3017363015,15,mg/kg,NA
12507,3017363014,15,mg/kg,NA
12508,3017363013,0,mg/kg,NA
12509,3017363012,0,mg/kg,NA
12510,3017363011,0,mg/kg,NA
12511,3017363010,150,mg/kg,NA
12512,3017363009,150,mg/kg,NA
12513,3017363008,150,mg/kg,NA
12514,3017363007,50,mg/kg,NA
12515,3017363006,50,mg/kg,NA
12516,3017363005,50,mg/kg,NA
12517,3017363004,15,mg/kg,NA
12518,3017363003,15,mg/kg,NA
12519,3017363002,15,mg/kg,NA
12520,3017363001,0,mg/kg,NA
12521,3017362030,0,mg/kg,NA
12522,3017362029,0,mg/kg,NA
12523,3017361010,400,mg/kg,NA
12524,3017361009,400,mg/kg,NA
12525,3017361008,400,mg/kg,NA
12526,3017361007,120,mg/kg,NA
12527,3017361006,120,mg/kg,NA
12528,3017361005,120,mg/kg,NA
12529,3017361004,40,mg/kg,NA
12530,3017361003,40,mg/kg,NA
12531,3017361002,40,mg/kg,NA
12532,3017361001,0,mg/kg,NA
12533,3017360030,0,mg/kg,NA
12534,3017360029,0,mg/kg,NA
12535,3017360028,400,mg/kg,NA
12536,3017360027,400,mg/kg,NA
12537,3017360026,400,mg/kg,NA
12538,3017360025,120,mg/kg,NA
12539,3017360024,120,mg/kg,NA
12540,3017360023,120,mg/kg,NA
12541,3017360022,40,mg/kg,NA
12542,3017360021,40,mg/kg,NA
12543,3017360020,40,mg/kg,NA
12544,3017360019,0,mg/kg,NA
12545,3017360018,0,mg/kg,NA
12546,3017360017,0,mg/kg,NA
12547,3017358028,15,mg/kg,NA
12548,3017358027,15,mg/kg,NA
12549,3017358026,15,mg/kg,NA
12550,3017358025,5,mg/kg,NA
12551,3017358024,5,mg/kg,NA
12552,3017358023,5,mg/kg,NA
12553,3017358022,1.5,mg/kg,NA
12554,3017358021,1.5,mg/kg,NA
12555,3017358020,1.5,mg/kg,NA
12556,3017358019,0,mg/kg,NA
12557,3017358018,0,mg/kg,NA
12558,3017358017,0,mg/kg,NA
12559,3017358016,15,mg/kg,NA
12560,3017358015,15,mg/kg,NA
12561,3017358014,15,mg/kg,NA
12562,3017358013,5,mg/kg,NA
12563,3017358012,5,mg/kg,NA
12564,3017358011,5,mg/kg,NA
12565,3017358010,1.5,mg/kg,NA
12566,3017358009,1.5,mg/kg,NA
12567,3017358008,1.5,mg/kg,NA
12568,3017358007,0,mg/kg,NA
12569,3017358006,0,mg/kg,NA
12570,3017358005,0,mg/kg,NA
12571,3017354026,0,mg/kg,NA
12572,3017354025,0,mg/kg,NA
12573,3017354024,150,mg/kg,NA
12574,3017354023,150,mg/kg,NA
12575,3017354022,150,mg/kg,NA
12576,3017354021,50,mg/kg,NA
12577,3017354020,50,mg/kg,NA
12578,3017354019,50,mg/kg,NA
12579,3017354018,15,mg/kg,NA
12580,3017354017,15,mg/kg,NA
12581,3017354016,15,mg/kg,NA
12582,3017354015,0,mg/kg,NA
12583,3017354014,0,mg/kg,NA
12584,3017354013,0,mg/kg,NA
12585,3017354012,150,mg/kg,NA
12586,3017354011,150,mg/kg,NA
12587,3017354010,150,mg/kg,NA
12588,3017354009,50,mg/kg,NA
12589,3017354008,50,mg/kg,NA
12590,3017354007,50,mg/kg,NA
12591,3017354006,15,mg/kg,NA
12592,3017354004,15,mg/kg,NA
12593,3017354003,0,mg/kg,NA
12594,3017354001,0,mg/kg,NA
12595,3017353030,0,mg/kg,NA
12596,3017353026,0,mg/kg,NA
12597,3017353025,100,mg/kg,NA
12598,3017353024,300,mg/kg,NA
12599,3017353023,100,mg/kg,NA
12600,3017352016,150,mg/kg,NA
12601,3017352015,150,mg/kg,NA
12602,3017352014,150,mg/kg,NA
12603,3017352013,50,mg/kg,NA
12604,3017352012,50,mg/kg,NA
12605,3017352011,50,mg/kg,NA
12606,3017352010,15,mg/kg,NA
12607,3017352009,15,mg/kg,NA
12608,3017352008,15,mg/kg,NA
12609,3017352007,0,mg/kg,NA
12610,3017352006,0,mg/kg,NA
12611,3017352005,0,mg/kg,NA
12612,3017352004,150,mg/kg,NA
12613,3017352003,150,mg/kg,NA
12614,3017352002,150,mg/kg,NA
12615,3017352001,50,mg/kg,NA
12616,3017351030,50,mg/kg,NA
12617,3017351029,50,mg/kg,NA
12618,3017351028,15,mg/kg,NA
12619,3017351027,15,mg/kg,NA
12620,3017351026,15,mg/kg,NA
12621,3017351025,0,mg/kg,NA
12622,3017351024,0,mg/kg,NA
12623,3017351023,0,mg/kg,NA
12624,3017351022,5,mg/kg,NA
12625,3017351021,5,mg/kg,NA
12626,3017351020,5,mg/kg,NA
12627,3017351019,1.5,mg/kg,NA
12628,3017351018,1.5,mg/kg,NA
12629,3017351017,1.5,mg/kg,NA
12630,3017351014,0.5,mg/kg,NA
12631,3017351013,0,mg/kg,NA
12632,3017351012,0,mg/kg,NA
12633,3017351011,0,mg/kg,NA
12634,3017351010,5,mg/kg,NA
12635,3017351009,5,mg/kg,NA
12636,3017351008,5,mg/kg,NA
12637,3017351006,1.5,mg/kg,NA
12638,3017351002,0.5,mg/kg,NA
12639,3017351001,0,mg/kg,NA
12640,3017350030,0,mg/kg,NA
12641,3017350029,0,mg/kg,NA
12642,3017350004,15,mg/kg,NA
12643,3017350003,15,mg/kg,NA
12644,3017350002,15,mg/kg,NA
12645,3017349030,5,mg/kg,NA
12646,3017349029,5,mg/kg,NA
12647,3017349028,1.5,mg/kg,NA
12648,3017349027,1.5,mg/kg,NA
12649,3017349026,1.5,mg/kg,NA
12650,3017349025,0,mg/kg,NA
12651,3017349024,0,mg/kg,NA
12652,3017349023,0,mg/kg,NA
12653,3017349022,15,mg/kg,NA
12654,3017349021,15,mg/kg,NA
12655,3017349020,15,mg/kg,NA
12656,3017349018,5,mg/kg,NA
12657,3017349017,5,mg/kg,NA
12658,3017349016,1.5,mg/kg,NA
12659,3017349015,1.5,mg/kg,NA
12660,3017349014,1.5,mg/kg,NA
12661,3017349013,0,mg/kg,NA
12662,3017349012,0,mg/kg,NA
12663,3017349011,0,mg/kg,NA
12664,3017346004,1000,mg/kg,NA
12665,3017346003,1000,mg/kg,NA
12666,3017346002,1000,mg/kg,NA
12667,3017346001,300,mg/kg,NA
12668,3017345030,300,mg/kg,NA
12669,3017345029,300,mg/kg,NA
12670,3017345028,100,mg/kg,NA
12671,3017345027,100,mg/kg,NA
12672,3017345026,100,mg/kg,NA
12673,3017345025,0,mg/kg,NA
12674,3017345024,0,mg/kg,NA
12675,3017345023,0,mg/kg,NA
12676,3017345022,1000,mg/kg,NA
12677,3017345021,1000,mg/kg,NA
12678,3017345020,1000,mg/kg,NA
12679,3017345019,300,mg/kg,NA
12680,3017345018,300,mg/kg,NA
12681,3017345017,300,mg/kg,NA
12682,3017345016,100,mg/kg,NA
12683,3017345015,100,mg/kg,NA
12684,3017345014,100,mg/kg,NA
12685,3017345013,0,mg/kg,NA
12686,3017345012,0,mg/kg,NA
12687,3017345011,0,mg/kg,NA
12688,3017345010,1000,mg/kg,NA
12689,3017345009,1000,mg/kg,NA
12690,3017345008,1000,mg/kg,NA
12691,3017345005,300,mg/kg,NA
12692,3017345003,100,mg/kg,NA
12693,3017345002,100,mg/kg,NA
12694,3017345001,0,mg/kg,NA
12695,3017344030,0,mg/kg,NA
12696,3017344029,0,mg/kg,NA
12697,3017344028,1000,mg/kg,NA
12698,3017344027,1000,mg/kg,NA
12699,3017344026,1000,mg/kg,NA
12700,3017344025,300,mg/kg,NA
12701,3017344024,300,mg/kg,NA
12702,3017344023,300,mg/kg,NA
12703,3017344022,100,mg/kg,NA
12704,3017344021,100,mg/kg,NA
12705,3017344020,100,mg/kg,NA
12706,3017344019,0,mg/kg,NA
12707,3017344018,0,mg/kg,NA
12708,3017344017,0,mg/kg,NA
12709,3017344014,1000,mg/kg,NA
12710,3017344013,1000,mg/kg,NA
12711,3017344012,1000,mg/kg,NA
12712,3017344011,300,mg/kg,NA
12713,3017344010,300,mg/kg,NA
12714,3017344009,300,mg/kg,NA
12715,3017344008,100,mg/kg,NA
12716,3017344007,100,mg/kg,NA
12717,3017344006,100,mg/kg,NA
12718,3017344005,0,mg/kg,NA
12719,3017344004,0,mg/kg,NA
12720,3017344003,0,mg/kg,NA
12721,3017344002,1000,mg/kg,NA
12722,3017344001,1000,mg/kg,NA
12723,3017343030,1000,mg/kg,NA
12724,3017343029,300,mg/kg,NA
12725,3017343028,300,mg/kg,NA
12726,3017343027,300,mg/kg,NA
12727,3017343026,100,mg/kg,NA
12728,3017343025,100,mg/kg,NA
12729,3017343024,100,mg/kg,NA
12730,3017343023,0,mg/kg,NA
12731,3017343022,0,mg/kg,NA
12732,3017339017,600,mg/kg,NA
12733,3017339016,600,mg/kg,NA
12734,3017339015,200,mg/kg,NA
12735,3017329002,600,mg/kg,NA
12736,3017329001,600,mg/kg,NA
12737,3017328030,600,mg/kg,NA
12738,3017328029,200,mg/kg,NA
12739,3017328028,200,mg/kg,NA
12740,3017328027,200,mg/kg,NA
12741,3017328026,60,mg/kg,NA
12742,3017328025,60,mg/kg,NA
12743,3017328024,60,mg/kg,NA
12744,3017328023,0,mg/kg,NA
12745,3017328022,0,mg/kg,NA
12746,3017328021,0,mg/kg,NA
12747,3017328020,600,mg/kg,NA
12748,3017328019,600,mg/kg,NA
12749,3017328018,600,mg/kg,NA
12750,3017328017,200,mg/kg,NA
12751,3017328016,200,mg/kg,NA
12752,3017328015,200,mg/kg,NA
12753,3017328014,60,mg/kg,NA
12754,3017328013,60,mg/kg,NA
12755,3017328012,60,mg/kg,NA
12756,3017328011,0,mg/kg,NA
12757,3017328010,0,mg/kg,NA
12758,3017328009,0,mg/kg,NA
12759,3017319013,600,mg/kg,NA
12760,3017319012,600,mg/kg,NA
12761,3017319011,600,mg/kg,NA
12762,3017319010,200,mg/kg,NA
12763,3017319009,200,mg/kg,NA
12764,3017319008,200,mg/kg,NA
12765,3017319007,60,mg/kg,NA
12766,3017319006,60,mg/kg,NA
12767,3017319005,60,mg/kg,NA
12768,3017319004,0,mg/kg,NA
12769,3017319002,0,mg/kg,NA
12770,3017319001,600,mg/kg,NA
12771,3017318030,600,mg/kg,NA
12772,3017318029,600,mg/kg,NA
12773,3017318028,200,mg/kg,NA
12774,3017318027,200,mg/kg,NA
12775,3017318026,200,mg/kg,NA
12776,3017318025,60,mg/kg,NA
12777,3017318024,60,mg/kg,NA
12778,3017318023,60,mg/kg,NA
12779,3017318021,0,mg/kg,NA
12780,3017318020,0,mg/kg,NA
12781,3017318019,1000,mg/kg,NA
12782,3017318018,1000,mg/kg,NA
12783,3017318017,1000,mg/kg,NA
12784,3017318016,300,mg/kg,NA
12785,3017318015,300,mg/kg,NA
12786,3017318014,300,mg/kg,NA
12787,3017318013,100,mg/kg,NA
12788,3017318012,100,mg/kg,NA
12789,3017318011,100,mg/kg,NA
12790,3017318010,0,mg/kg,NA
12791,3017318009,0,mg/kg,NA
12792,3017318008,0,mg/kg,NA
12793,3017318007,1000,mg/kg,NA
12794,3017318006,1000,mg/kg,NA
12795,3017318005,1000,mg/kg,NA
12796,3017318004,300,mg/kg,NA
12797,3017318003,300,mg/kg,NA
12798,3017318002,300,mg/kg,NA
12799,3017318001,100,mg/kg,NA
12800,3017317030,100,mg/kg,NA
12801,3017317029,100,mg/kg,NA
12802,3017317028,0,mg/kg,NA
12803,3017317027,0,mg/kg,NA
12804,3017317026,0,mg/kg,NA
12805,3017317025,1000,mg/kg,NA
12806,3017317024,1000,mg/kg,NA
12807,3017317023,1000,mg/kg,NA
12808,3017317022,300,mg/kg,NA
12809,3017317021,300,mg/kg,NA
12810,3017317020,300,mg/kg,NA
12811,3017317019,100,mg/kg,NA
12812,3017317018,100,mg/kg,NA
12813,3017317017,100,mg/kg,NA
12814,3017317016,0,mg/kg,NA
12815,3017317015,0,mg/kg,NA
12816,3017317013,1000,mg/kg,NA
12817,3017317012,1000,mg/kg,NA
12818,3017317011,1000,mg/kg,NA
12819,3017317010,300,mg/kg,NA
12820,3017317009,300,mg/kg,NA
12821,3017317008,300,mg/kg,NA
12822,3017317007,100,mg/kg,NA
12823,3017317006,100,mg/kg,NA
12824,3017317005,100,mg/kg,NA
12825,3017317004,0,mg/kg,NA
12826,3017317003,0,mg/kg,NA
12827,3017317002,0,mg/kg,NA
12828,3017317001,1000,mg/kg,NA
12829,3017316030,1000,mg/kg,NA
12830,3017316029,1000,mg/kg,NA
12831,3017316028,300,mg/kg,NA
12832,3017316027,300,mg/kg,NA
12833,3017316026,300,mg/kg,NA
12834,3017316025,100,mg/kg,NA
12835,3017316024,100,mg/kg,NA
12836,3017316023,100,mg/kg,NA
12837,3017316022,0,mg/kg,NA
12838,3017316021,0,mg/kg,NA
12839,3017316020,0,mg/kg,NA
12840,3017316019,1000,mg/kg,NA
12841,3017316018,1000,mg/kg,NA
12842,3017316017,1000,mg/kg,NA
12843,3017316016,300,mg/kg,NA
12844,3017316015,300,mg/kg,NA
12845,3017316014,300,mg/kg,NA
12846,3017316012,100,mg/kg,NA
12847,3017316011,100,mg/kg,NA
12848,3017316010,0,mg/kg,NA
12849,3017316009,0,mg/kg,NA
12850,3017316008,0,mg/kg,NA
12851,3017316007,600,mg/kg,NA
12852,3017316006,600,mg/kg,NA
12853,3017316005,600,mg/kg,NA
12854,3017316004,200,mg/kg,NA
12855,3017316003,200,mg/kg,NA
12856,3017316002,200,mg/kg,NA
12857,3017316001,60,mg/kg,NA
12858,3017315030,60,mg/kg,NA
12859,3017315029,60,mg/kg,NA
12860,3017315028,0,mg/kg,NA
12861,3017315027,0,mg/kg,NA
12862,3017315026,0,mg/kg,NA
12863,3017315025,600,mg/kg,NA
12864,3017315024,600,mg/kg,NA
12865,3017315023,600,mg/kg,NA
12866,3017315022,200,mg/kg,NA
12867,3017315021,200,mg/kg,NA
12868,3017315020,200,mg/kg,NA
12869,3017315019,60,mg/kg,NA
12870,3017315018,600,mg/kg,NA
12871,3017315017,600,mg/kg,NA
12872,3017315016,600,mg/kg,NA
12873,3017315015,200,mg/kg,NA
12874,3017315014,200,mg/kg,NA
12875,3017315013,200,mg/kg,NA
12876,3017315012,60,mg/kg,NA
12877,3017315011,60,mg/kg,NA
12878,3017315010,60,mg/kg,NA
12879,3017315009,0,mg/kg,NA
12880,3017315008,0,mg/kg,NA
12881,3017315007,0,mg/kg,NA
12882,3017315006,600,mg/kg,NA
12883,3017315005,600,mg/kg,NA
12884,3017315004,600,mg/kg,NA
12885,3017315003,200,mg/kg,NA
12886,3017315002,200,mg/kg,NA
12887,3017315001,200,mg/kg,NA
12888,3017314030,60,mg/kg,NA
12889,3017314029,60,mg/kg,NA
12890,3017314028,60,mg/kg,NA
12891,3017314027,0,mg/kg,NA
12892,3017314026,0,mg/kg,NA
12893,3017314025,0,mg/kg,NA
12894,3017314023,600,mg/kg,NA
12895,3017314021,200,mg/kg,NA
12896,3017314019,200,mg/kg,NA
12897,3017314018,60,mg/kg,NA
12898,3017314017,60,mg/kg,NA
12899,3017314016,60,mg/kg,NA
12900,3017314015,0,mg/kg,NA
12901,3017314014,0,mg/kg,NA
12902,3017314013,0,mg/kg,NA
12903,3017314012,600,mg/kg,NA
12904,3017314011,600,mg/kg,NA
12905,3017314010,600,mg/kg,NA
12906,3017314009,200,mg/kg,NA
12907,3017314008,200,mg/kg,NA
12908,3017314007,200,mg/kg,NA
12909,3017314006,60,mg/kg,NA
12910,3017314005,60,mg/kg,NA
12911,3017314004,60,mg/kg,NA
12912,3017314003,0,mg/kg,NA
12913,3017314002,0,mg/kg,NA
12914,3017314001,0,mg/kg,NA
12915,3017313030,60,mg/kg,NA
12916,3017313029,60,mg/kg,NA
12917,3017313028,0,mg/kg,NA
12918,3017313027,0,mg/kg,NA
12919,3017313026,0,mg/kg,NA
12920,3017313025,1000,mg/kg,NA
12921,3017313024,1000,mg/kg,NA
12922,3017313023,1000,mg/kg,NA
12923,3017313022,300,mg/kg,NA
12924,3017313021,300,mg/kg,NA
12925,3017313020,300,mg/kg,NA
12926,3017313019,100,mg/kg,NA
12927,3017313018,100,mg/kg,NA
12928,3017313017,100,mg/kg,NA
12929,3017313016,0,mg/kg,NA
12930,3017313015,0,mg/kg,NA
12931,3017313014,0,mg/kg,NA
12932,3017313013,1000,mg/kg,NA
12933,3017313012,1000,mg/kg,NA
12934,3017313011,1000,mg/kg,NA
12935,3017313010,300,mg/kg,NA
12936,3017313009,300,mg/kg,NA
12937,3017313008,300,mg/kg,NA
12938,3017313007,100,mg/kg,NA
12939,3017313006,100,mg/kg,NA
12940,3017313005,100,mg/kg,NA
12941,3017313004,0,mg/kg,NA
12942,3017313003,0,mg/kg,NA
12943,3017313002,0,mg/kg,NA
12944,3017313001,1000,mg/kg,NA
12945,3017312030,1000,mg/kg,NA
12946,3017312029,1000,mg/kg,NA
12947,3017312028,300,mg/kg,NA
12948,3017312027,300,mg/kg,NA
12949,3017312026,300,mg/kg,NA
12950,3017312025,100,mg/kg,NA
12951,3017312024,100,mg/kg,NA
12952,3017312023,100,mg/kg,NA
12953,3017312022,0,mg/kg,NA
12954,3017312021,0,mg/kg,NA
12955,3017312020,0,mg/kg,NA
12956,3017312019,1000,mg/kg,NA
12957,3017312018,1000,mg/kg,NA
12958,3017312017,1000,mg/kg,NA
12959,3017312016,300,mg/kg,NA
12960,3017312014,300,mg/kg,NA
12961,3017312013,100,mg/kg,NA
12962,3017312012,100,mg/kg,NA
12963,3017312010,0,mg/kg,NA
12964,3017312009,0,mg/kg,NA
12965,3017312008,0,mg/kg,NA
12966,3017311013,0,mg/kg,NA
12967,3017311012,600,mg/kg,NA
12968,3017311011,600,mg/kg,NA
12969,3017311010,600,mg/kg,NA
12970,3017311009,200,mg/kg,NA
12971,3017311008,200,mg/kg,NA
12972,3017311007,200,mg/kg,NA
12973,3017311006,60,mg/kg,NA
12974,3017311005,60,mg/kg,NA
12975,3017311004,60,mg/kg,NA
12976,3017311003,0,mg/kg,NA
12977,3017311002,0,mg/kg,NA
12978,3017311001,0,mg/kg,NA
12979,3017310030,200,mg/kg,NA
12980,3017310029,60,mg/kg,NA
12981,3017310028,60,mg/kg,NA
12982,3017310027,60,mg/kg,NA
12983,3017310026,0,mg/kg,NA
12984,3017310025,0,mg/kg,NA
12985,3017310024,600,mg/kg,NA
12986,3017310023,600,mg/kg,NA
12987,3017310022,600,mg/kg,NA
12988,3017310021,200,mg/kg,NA
12989,3017310020,200,mg/kg,NA
12990,3017310019,200,mg/kg,NA
12991,3017310018,60,mg/kg,NA
12992,3017310017,60,mg/kg,NA
12993,3017310016,60,mg/kg,NA
12994,3017310015,0,mg/kg,NA
12995,3017310014,0,mg/kg,NA
12996,3017310013,0,mg/kg,NA
12997,3017310012,600,mg/kg,NA
12998,3017310011,600,mg/kg,NA
12999,3017310010,600,mg/kg,NA
13000,3017310009,200,mg/kg,NA
13001,3017310008,200,mg/kg,NA
13002,3017310007,200,mg/kg,NA
13003,3017310006,60,mg/kg,NA
13004,3017310005,60,mg/kg,NA
13005,3017310004,60,mg/kg,NA
13006,3017310003,0,mg/kg,NA
13007,3017310002,0,mg/kg,NA
13008,3017310001,0,mg/kg,NA
13009,3017309030,600,mg/kg,NA
13010,3017309029,600,mg/kg,NA
13011,3017309028,600,mg/kg,NA
13012,3017309027,200,mg/kg,NA
13013,3017309026,200,mg/kg,NA
13014,3017308007,1000,mg/kg,NA
13015,3017308006,1000,mg/kg,NA
13016,3017308005,1000,mg/kg,NA
13017,3017308004,300,mg/kg,NA
13018,3017308003,300,mg/kg,NA
13019,3017308002,300,mg/kg,NA
13020,3017308001,100,mg/kg,NA
13021,3017307030,100,mg/kg,NA
13022,3017307029,100,mg/kg,NA
13023,3017307028,0,mg/kg,NA
13024,3017307027,0,mg/kg,NA
13025,3017307026,0,mg/kg,NA
13026,3017307025,1000,mg/kg,NA
13027,3017307024,1000,mg/kg,NA
13028,3017307023,1000,mg/kg,NA
13029,3017307022,300,mg/kg,NA
13030,3017307021,300,mg/kg,NA
13031,3017307020,300,mg/kg,NA
13032,3017307019,100,mg/kg,NA
13033,3017307018,100,mg/kg,NA
13034,3017307017,100,mg/kg,NA
13035,3017307016,0,mg/kg,NA
