,X,DOSE,DOSE_UNIT,RECOMP_DOSE
1836,3017839019,300,mg/kg,NA
1837,3017839018,300,mg/kg,NA
1838,3017839017,300,mg/kg,NA
1839,3017839016,100,mg/kg,NA
1840,3017839015,100,mg/kg,NA
1841,3017839014,100,mg/kg,NA
1842,3017839013,0,mg/kg,NA
1843,3017839012,0,mg/kg,NA
1844,3017839011,0,mg/kg,NA
1845,3017839010,100,mg/kg,NA
1846,3017839009,100,mg/kg,NA
1847,3017839008,100,mg/kg,NA
1848,3017839007,30,mg/kg,NA
1849,3017839006,30,mg/kg,NA
1850,3017839005,30,mg/kg,NA
1851,3017839004,10,mg/kg,NA
1852,3017839003,10,mg/kg,NA
1853,3017839002,10,mg/kg,NA
1854,3017839001,0,mg/kg,NA
1855,3017838030,0,mg/kg,NA
1856,3017838029,0,mg/kg,NA
1857,3017838028,100,mg/kg,NA
1858,3017838027,100,mg/kg,NA
1859,3017838026,100,mg/kg,NA
1860,3017838025,30,mg/kg,NA
1861,3017838024,30,mg/kg,NA
1862,3017838023,30,mg/kg,NA
1863,3017838022,10,mg/kg,NA
1864,3017838021,10,mg/kg,NA
1865,3017838020,10,mg/kg,NA
1866,3017838019,0,mg/kg,NA
1867,3017838018,0,mg/kg,NA
1868,3017838017,0,mg/kg,NA
1869,3017838016,0,mg/kg,NA
1870,3017838015,1000,mg/kg,NA
1871,3017838014,1000,mg/kg,NA
1872,3017838013,1000,mg/kg,NA
1873,3017838012,300,mg/kg,NA
1874,3017838011,300,mg/kg,NA
1875,3017838010,300,mg/kg,NA
1876,3017838009,100,mg/kg,NA
1877,3017838008,100,mg/kg,NA
1878,3017838007,100,mg/kg,NA
1879,3017838006,0,mg/kg,NA
1880,3017838005,0,mg/kg,NA
1881,3017838004,0,mg/kg,NA
1882,3017838003,1000,mg/kg,NA
1883,3017838002,1000,mg/kg,NA
1884,3017838001,1000,mg/kg,NA
1885,3017837030,300,mg/kg,NA
1886,3017837029,300,mg/kg,NA
1887,3017837028,300,mg/kg,NA
1888,3017837027,100,mg/kg,NA
1889,3017837026,100,mg/kg,NA
1890,3017837025,100,mg/kg,NA
1891,3017837024,0,mg/kg,NA
1892,3017837023,0,mg/kg,NA
1893,3017837022,0,mg/kg,NA
1894,3017837021,1000,mg/kg,NA
1895,3017837020,1000,mg/kg,NA
1896,3017837019,1000,mg/kg,NA
1897,3017837018,300,mg/kg,NA
1898,3017837017,300,mg/kg,NA
1899,3017837016,300,mg/kg,NA
1900,3017837015,100,mg/kg,NA
1901,3017837014,100,mg/kg,NA
1902,3017837013,100,mg/kg,NA
1903,3017837012,0,mg/kg,NA
1904,3017837011,0,mg/kg,NA
1905,3017837010,0,mg/kg,NA
1906,3017837009,1000,mg/kg,NA
1907,3017837008,1000,mg/kg,NA
1908,3017837007,1000,mg/kg,NA
1909,3017837006,300,mg/kg,NA
1910,3017837005,300,mg/kg,NA
1911,3017837004,300,mg/kg,NA
1912,3017837003,100,mg/kg,NA
1913,3017837002,100,mg/kg,NA
1914,3017837001,100,mg/kg,NA
1915,3017836030,0,mg/kg,NA
1916,3017836029,0,mg/kg,NA
1917,3017836028,1000,mg/kg,NA
1918,3017836027,1000,mg/kg,NA
1919,3017836026,1000,mg/kg,NA
1920,3017836025,300,mg/kg,NA
1921,3017836024,300,mg/kg,NA
1922,3017836023,300,mg/kg,NA
1923,3017836022,100,mg/kg,NA
1924,3017836021,100,mg/kg,NA
1925,3017836020,100,mg/kg,NA
1926,3017836019,0,mg/kg,NA
1927,3017836018,0,mg/kg,NA
1928,3017836017,0,mg/kg,NA
1929,3017836016,1000,mg/kg,NA
1930,3017836015,1000,mg/kg,NA
1931,3017836014,1000,mg/kg,NA
1932,3017836013,300,mg/kg,NA
1933,3017836011,300,mg/kg,NA
1934,3017836010,100,mg/kg,NA
1935,3017836009,100,mg/kg,NA
1936,3017836008,100,mg/kg,NA
1937,3017836007,0,mg/kg,NA
1938,3017836006,0,mg/kg,NA
1939,3017836005,0,mg/kg,NA
1940,3017836004,100,mg/kg,NA
1941,3017836003,100,mg/kg,NA
1942,3017836002,100,mg/kg,NA
1943,3017836001,30,mg/kg,NA
1944,3017835030,30,mg/kg,NA
1945,3017835029,30,mg/kg,NA
1946,3017835028,10,mg/kg,NA
1947,3017835027,10,mg/kg,NA
1948,3017835026,10,mg/kg,NA
1949,3017835025,0,mg/kg,NA
1950,3017835024,0,mg/kg,NA
1951,3017835023,0,mg/kg,NA
1952,3017835022,100,mg/kg,NA
1953,3017835021,100,mg/kg,NA
1954,3017835020,100,mg/kg,NA
1955,3017835019,30,mg/kg,NA
1956,3017835018,30,mg/kg,NA
1957,3017835017,30,mg/kg,NA
1958,3017835016,10,mg/kg,NA
1959,3017835015,10,mg/kg,NA
1960,3017835014,10,mg/kg,NA
1961,3017835013,0,mg/kg,NA
1962,3017835012,0,mg/kg,NA
1963,3017835011,0,mg/kg,NA
1964,3017835010,100,mg/kg,NA
1965,3017835009,100,mg/kg,NA
1966,3017835008,100,mg/kg,NA
1967,3017835007,20,mg/kg,NA
1968,3017835006,20,mg/kg,NA
1969,3017835005,20,mg/kg,NA
1970,3017835004,2,mg/kg,NA
1971,3017835003,2,mg/kg,NA
1972,3017835002,2,mg/kg,NA
1973,3017835001,0,mg/kg,NA
1974,3017834030,0,mg/kg,NA
1975,3017834029,0,mg/kg,NA
1976,3017834028,100,mg/kg,NA
1977,3017834027,100,mg/kg,NA
1978,3017834026,100,mg/kg,NA
1979,3017834025,20,mg/kg,NA
1980,3017834024,20,mg/kg,NA
1981,3017834023,20,mg/kg,NA
1982,3017834022,2,mg/kg,NA
1983,3017834021,2,mg/kg,NA
1984,3017834020,2,mg/kg,NA
1985,3017834019,0,mg/kg,NA
1986,3017834018,0,mg/kg,NA
1987,3017834017,0,mg/kg,NA
1988,3017834016,100,mg/kg,NA
1989,3017834015,100,mg/kg,NA
1990,3017834014,100,mg/kg,NA
1991,3017834013,20,mg/kg,NA
1992,3017834012,20,mg/kg,NA
1993,3017834011,20,mg/kg,NA
1994,3017834010,2,mg/kg,NA
1995,3017834009,2,mg/kg,NA
1996,3017834008,2,mg/kg,NA
1997,3017834007,0,mg/kg,NA
1998,3017834006,0,mg/kg,NA
1999,3017834005,0,mg/kg,NA
2000,3017834004,100,mg/kg,NA
2001,3017834003,100,mg/kg,NA
2002,3017834002,100,mg/kg,NA
2003,3017834001,20,mg/kg,NA
2004,3017833030,20,mg/kg,NA
2005,3017833029,20,mg/kg,NA
2006,3017833028,2,mg/kg,NA
2007,3017833027,2,mg/kg,NA
2008,3017833026,2,mg/kg,NA
2009,3017833025,0,mg/kg,NA
2010,3017833024,0,mg/kg,NA
2011,3017833023,0,mg/kg,NA
2012,3017833022,1000,mg/kg,NA
2013,3017833021,1000,mg/kg,NA
2014,3017833020,1000,mg/kg,NA
2015,3017833019,300,mg/kg,NA
2016,3017833018,300,mg/kg,NA
2017,3017833017,300,mg/kg,NA
2018,3017833016,100,mg/kg,NA
2019,3017833015,100,mg/kg,NA
2020,3017833014,100,mg/kg,NA
2021,3017833013,0,mg/kg,NA
2022,3017833012,0,mg/kg,NA
2023,3017833011,0,mg/kg,NA
2024,3017833010,1000,mg/kg,NA
2025,3017833009,1000,mg/kg,NA
2026,3017833008,1000,mg/kg,NA
2027,3017833007,300,mg/kg,NA
2028,3017833006,300,mg/kg,NA
2029,3017833005,300,mg/kg,NA
2030,3017833004,100,mg/kg,NA
2031,3017833003,100,mg/kg,NA
2032,3017833002,100,mg/kg,NA
2033,3017833001,0,mg/kg,NA
2034,3017832030,0,mg/kg,NA
2035,3017832029,0,mg/kg,NA
2036,3017832028,300,mg/kg,NA
2037,3017832027,300,mg/kg,NA
2038,3017832026,300,mg/kg,NA
2039,3017832025,100,mg/kg,NA
2040,3017832024,100,mg/kg,NA
2041,3017832023,100,mg/kg,NA
2042,3017832022,30,mg/kg,NA
2043,3017832021,30,mg/kg,NA
2044,3017832020,30,mg/kg,NA
2045,3017832019,0,mg/kg,NA
2046,3017832018,0,mg/kg,NA
2047,3017832017,0,mg/kg,NA
2048,3017832016,300,mg/kg,NA
2049,3017832015,300,mg/kg,NA
2050,3017832014,300,mg/kg,NA
2051,3017832013,100,mg/kg,NA
2052,3017832012,100,mg/kg,NA
2053,3017832011,100,mg/kg,NA
2054,3017832010,30,mg/kg,NA
2055,3017832009,30,mg/kg,NA
2056,3017832008,30,mg/kg,NA
2057,3017832007,0,mg/kg,NA
2058,3017832006,0,mg/kg,NA
2059,3017832005,0,mg/kg,NA
2060,3017832004,100,mg/kg,NA
2061,3017832003,100,mg/kg,NA
2062,3017832002,100,mg/kg,NA
2063,3017832001,30,mg/kg,NA
2064,3017831030,30,mg/kg,NA
2065,3017831029,30,mg/kg,NA
2066,3017831028,10,mg/kg,NA
2067,3017831027,10,mg/kg,NA
2068,3017831026,10,mg/kg,NA
2069,3017831025,0,mg/kg,NA
2070,3017831024,0,mg/kg,NA
2071,3017831023,0,mg/kg,NA
2072,3017831022,100,mg/kg,NA
2073,3017831021,100,mg/kg,NA
2074,3017831020,100,mg/kg,NA
2075,3017831019,30,mg/kg,NA
2076,3017831018,30,mg/kg,NA
2077,3017831017,30,mg/kg,NA
2078,3017831016,10,mg/kg,NA
2079,3017831015,10,mg/kg,NA
2080,3017831014,10,mg/kg,NA
2081,3017831013,0,mg/kg,NA
2082,3017831012,0,mg/kg,NA
2083,3017831011,0,mg/kg,NA
2084,3017831006,300,mg/kg,NA
2085,3017831005,300,mg/kg,NA
2086,3017831004,300,mg/kg,NA
2087,3017831003,100,mg/kg,NA
2088,3017831002,100,mg/kg,NA
2089,3017831001,100,mg/kg,NA
2090,3017830030,30,mg/kg,NA
2091,3017830029,30,mg/kg,NA
2092,3017830028,30,mg/kg,NA
2093,3017830027,0,mg/kg,NA
2094,3017830026,0,mg/kg,NA
2095,3017830025,0,mg/kg,NA
2096,3017830024,300,mg/kg,NA
2097,3017830023,300,mg/kg,NA
2098,3017830022,300,mg/kg,NA
2099,3017830021,100,mg/kg,NA
2100,3017830020,100,mg/kg,NA
2101,3017830019,100,mg/kg,NA
2102,3017830018,30,mg/kg,NA
2103,3017830017,30,mg/kg,NA
2104,3017830016,30,mg/kg,NA
2105,3017830015,0,mg/kg,NA
2106,3017830014,0,mg/kg,NA
2107,3017830013,0,mg/kg,NA
2108,3017830012,100,mg/kg,NA
2109,3017830011,100,mg/kg,NA
2110,3017830010,100,mg/kg,NA
2111,3017830009,30,mg/kg,NA
2112,3017830008,30,mg/kg,NA
2113,3017830007,30,mg/kg,NA
2114,3017830006,10,mg/kg,NA
2115,3017830005,10,mg/kg,NA
2116,3017830004,10,mg/kg,NA
2117,3017830003,0,mg/kg,NA
2118,3017830002,0,mg/kg,NA
2119,3017830001,0,mg/kg,NA
2120,3017829030,100,mg/kg,NA
2121,3017829029,100,mg/kg,NA
2122,3017829028,100,mg/kg,NA
2123,3017829027,30,mg/kg,NA
2124,3017829026,30,mg/kg,NA
2125,3017829025,30,mg/kg,NA
2126,3017829024,10,mg/kg,NA
2127,3017829023,10,mg/kg,NA
2128,3017829022,10,mg/kg,NA
2129,3017829021,0,mg/kg,NA
2130,3017829020,0,mg/kg,NA
2131,3017829019,0,mg/kg,NA
2132,3017829018,30,mg/kg,NA
2133,3017829017,30,mg/kg,NA
2134,3017829016,30,mg/kg,NA
2135,3017829015,0,mg/kg,NA
2136,3017829014,0,mg/kg,NA
2137,3017829013,0,mg/kg,NA
2138,3017829012,300,mg/kg,NA
2139,3017829011,300,mg/kg,NA
2140,3017829010,300,mg/kg,NA
2141,3017829009,100,mg/kg,NA
2142,3017829008,100,mg/kg,NA
2143,3017829007,100,mg/kg,NA
2144,3017829006,30,mg/kg,NA
2145,3017829005,30,mg/kg,NA
2146,3017829004,30,mg/kg,NA
2147,3017829003,0,mg/kg,NA
2148,3017829002,0,mg/kg,NA
2149,3017829001,0,mg/kg,NA
2150,3017828030,300,mg/kg,NA
2151,3017828029,300,mg/kg,NA
2152,3017828028,300,mg/kg,NA
2153,3017828027,100,mg/kg,NA
2154,3017828026,100,mg/kg,NA
2155,3017828025,100,mg/kg,NA
2156,3017828024,300,mg/kg,NA
2157,3017828023,300,mg/kg,NA
2158,3017828022,300,mg/kg,NA
2159,3017828021,100,mg/kg,NA
2160,3017828020,100,mg/kg,NA
2161,3017828019,100,mg/kg,NA
2162,3017828018,30,mg/kg,NA
2163,3017828017,30,mg/kg,NA
2164,3017828016,30,mg/kg,NA
2165,3017828015,0,mg/kg,NA
2166,3017828014,0,mg/kg,NA
2167,3017828013,0,mg/kg,NA
2168,3017828012,300,mg/kg,NA
2169,3017828011,300,mg/kg,NA
2170,3017828010,300,mg/kg,NA
2171,3017828009,100,mg/kg,NA
2172,3017828008,100,mg/kg,NA
2173,3017828007,100,mg/kg,NA
2174,3017828006,30,mg/kg,NA
2175,3017828005,30,mg/kg,NA
2176,3017828004,30,mg/kg,NA
2177,3017828003,0,mg/kg,NA
2178,3017828002,0,mg/kg,NA
2179,3017828001,0,mg/kg,NA
2180,3017827030,150,mg/kg,NA
2181,3017827029,150,mg/kg,NA
2182,3017827028,150,mg/kg,NA
2183,3017827027,50,mg/kg,NA
2184,3017827026,50,mg/kg,NA
2185,3017827025,50,mg/kg,NA
2186,3017827024,15,mg/kg,NA
2187,3017827023,15,mg/kg,NA
2188,3017827022,15,mg/kg,NA
2189,3017827021,0,mg/kg,NA
2190,3017827020,0,mg/kg,NA
2191,3017827019,0,mg/kg,NA
2192,3017827018,150,mg/kg,NA
2193,3017827017,150,mg/kg,NA
2194,3017827016,150,mg/kg,NA
2195,3017827015,50,mg/kg,NA
2196,3017827014,50,mg/kg,NA
2197,3017827013,50,mg/kg,NA
2198,3017827012,15,mg/kg,NA
2199,3017827011,15,mg/kg,NA
2200,3017827010,15,mg/kg,NA
2201,3017827009,0,mg/kg,NA
2202,3017827008,0,mg/kg,NA
2203,3017827007,0,mg/kg,NA
2204,3017827006,500,mg/kg,NA
2205,3017827005,500,mg/kg,NA
2206,3017827004,500,mg/kg,NA
2207,3017827003,100,mg/kg,NA
2208,3017827002,100,mg/kg,NA
2209,3017827001,100,mg/kg,NA
2210,3017826030,20,mg/kg,NA
2211,3017826029,20,mg/kg,NA
2212,3017826028,20,mg/kg,NA
2213,3017826027,0,mg/kg,NA
2214,3017826026,0,mg/kg,NA
2215,3017826025,0,mg/kg,NA
2216,3017826024,500,mg/kg,NA
2217,3017826023,500,mg/kg,NA
2218,3017826022,500,mg/kg,NA
2219,3017826021,100,mg/kg,NA
2220,3017826020,100,mg/kg,NA
2221,3017826019,100,mg/kg,NA
2222,3017826018,20,mg/kg,NA
2223,3017826017,20,mg/kg,NA
2224,3017826016,20,mg/kg,NA
2225,3017826015,0,mg/kg,NA
2226,3017826014,0,mg/kg,NA
2227,3017826013,0,mg/kg,NA
2228,3017826012,150,mg/kg,NA
2229,3017826011,150,mg/kg,NA
2230,3017826010,150,mg/kg,NA
2231,3017826009,50,mg/kg,NA
2232,3017826008,50,mg/kg,NA
2233,3017826007,50,mg/kg,NA
2234,3017826006,15,mg/kg,NA
2235,3017826005,15,mg/kg,NA
2236,3017826004,15,mg/kg,NA
2237,3017826003,0,mg/kg,NA
2238,3017826002,0,mg/kg,NA
2239,3017826001,0,mg/kg,NA
2240,3017825030,150,mg/kg,NA
2241,3017825029,150,mg/kg,NA
2242,3017825028,150,mg/kg,NA
2243,3017825027,50,mg/kg,NA
2244,3017825026,50,mg/kg,NA
2245,3017825025,50,mg/kg,NA
2246,3017825024,15,mg/kg,NA
2247,3017825023,15,mg/kg,NA
2248,3017825022,15,mg/kg,NA
2249,3017825021,0,mg/kg,NA
2250,3017825020,0,mg/kg,NA
2251,3017825019,0,mg/kg,NA
2252,3017825018,100,mg/kg,NA
2253,3017825017,100,mg/kg,NA
2254,3017825016,100,mg/kg,NA
2255,3017825015,30,mg/kg,NA
2256,3017825014,30,mg/kg,NA
2257,3017825013,30,mg/kg,NA
2258,3017825012,10,mg/kg,NA
2259,3017825011,10,mg/kg,NA
2260,3017825010,10,mg/kg,NA
2261,3017825009,0,mg/kg,NA
2262,3017825008,0,mg/kg,NA
2263,3017825007,0,mg/kg,NA
2264,3017825006,100,mg/kg,NA
2265,3017825005,100,mg/kg,NA
2266,3017825004,100,mg/kg,NA
2267,3017825003,30,mg/kg,NA
2268,3017825002,30,mg/kg,NA
2269,3017825001,30,mg/kg,NA
2270,3017824030,10,mg/kg,NA
2271,3017824029,10,mg/kg,NA
2272,3017824028,10,mg/kg,NA
2273,3017824027,0,mg/kg,NA
2274,3017824026,0,mg/kg,NA
2275,3017824025,0,mg/kg,NA
2276,3017824024,500,mg/kg,NA
2277,3017824023,500,mg/kg,NA
2278,3017824022,500,mg/kg,NA
2279,3017824021,100,mg/kg,NA
2280,3017824020,100,mg/kg,NA
2281,3017824019,100,mg/kg,NA
2282,3017824018,20,mg/kg,NA
2283,3017824017,20,mg/kg,NA
2284,3017824016,20,mg/kg,NA
2285,3017824015,0,mg/kg,NA
2286,3017824014,0,mg/kg,NA
2287,3017824013,0,mg/kg,NA
2288,3017824012,500,mg/kg,NA
2289,3017824011,500,mg/kg,NA
2290,3017824010,500,mg/kg,NA
2291,3017824009,100,mg/kg,NA
2292,3017824008,100,mg/kg,NA
2293,3017824007,100,mg/kg,NA
2294,3017824006,20,mg/kg,NA
2295,3017824005,20,mg/kg,NA
2296,3017824004,20,mg/kg,NA
2297,3017824003,0,mg/kg,NA
2298,3017824002,0,mg/kg,NA
2299,3017824001,0,mg/kg,NA
2300,3017823030,100,mg/kg,NA
2301,3017823029,100,mg/kg,NA
2302,3017823028,100,mg/kg,NA
2303,3017823027,30,mg/kg,NA
2304,3017823026,30,mg/kg,NA
2305,3017823025,30,mg/kg,NA
2306,3017823024,10,mg/kg,NA
2307,3017823023,10,mg/kg,NA
2308,3017823022,10,mg/kg,NA
2309,3017823021,0,mg/kg,NA
2310,3017823020,0,mg/kg,NA
2311,3017823019,0,mg/kg,NA
2312,3017823018,100,mg/kg,NA
2313,3017823017,100,mg/kg,NA
2314,3017823016,100,mg/kg,NA
2315,3017823015,30,mg/kg,NA
2316,3017823014,30,mg/kg,NA
2317,3017823013,30,mg/kg,NA
2318,3017823012,10,mg/kg,NA
2319,3017823011,10,mg/kg,NA
2320,3017823010,10,mg/kg,NA
2321,3017823009,0,mg/kg,NA
2322,3017823008,0,mg/kg,NA
2323,3017823007,0,mg/kg,NA
2324,3017821030,1000,mg/kg,NA
2325,3017821029,1000,mg/kg,NA
2326,3017821028,1000,mg/kg,NA
2327,3017821027,600,mg/kg,NA
2328,3017821026,600,mg/kg,NA
2329,3017821025,600,mg/kg,NA
2330,3017821024,300,mg/kg,NA
2331,3017821023,300,mg/kg,NA
2332,3017821022,300,mg/kg,NA
2333,3017821020,0,mg/kg,NA
2334,3017821019,0,mg/kg,NA
2335,3017821018,1000,mg/kg,NA
2336,3017821017,1000,mg/kg,NA
2337,3017821016,1000,mg/kg,NA
2338,3017821015,600,mg/kg,NA
2339,3017821014,600,mg/kg,NA
2340,3017821013,600,mg/kg,NA
2341,3017821012,300,mg/kg,NA
2342,3017821011,300,mg/kg,NA
2343,3017821010,300,mg/kg,NA
2344,3017821009,0,mg/kg,NA
2345,3017821008,0,mg/kg,NA
2346,3017821007,0,mg/kg,NA
2347,3017821006,300,mg/kg,NA
2348,3017821005,300,mg/kg,NA
2349,3017821004,300,mg/kg,NA
2350,3017821003,100,mg/kg,NA
2351,3017821002,100,mg/kg,NA
2352,3017821001,100,mg/kg,NA
2353,3017820030,30,mg/kg,NA
2354,3017820029,30,mg/kg,NA
2355,3017820028,30,mg/kg,NA
2356,3017820027,0,mg/kg,NA
2357,3017820026,0,mg/kg,NA
2358,3017820025,0,mg/kg,NA
2359,3017820024,300,mg/kg,NA
2360,3017820023,300,mg/kg,NA
2361,3017820022,300,mg/kg,NA
2362,3017820021,100,mg/kg,NA
2363,3017820020,100,mg/kg,NA
2364,3017820019,100,mg/kg,NA
2365,3017820018,30,mg/kg,NA
2366,3017820017,30,mg/kg,NA
2367,3017820016,30,mg/kg,NA
2368,3017820015,0,mg/kg,NA
2369,3017820014,0,mg/kg,NA
2370,3017820013,0,mg/kg,NA
2371,3017820012,1000,mg/kg,NA
2372,3017820011,1000,mg/kg,NA
2373,3017820010,1000,mg/kg,NA
2374,3017820009,600,mg/kg,NA
2375,3017820008,600,mg/kg,NA
2376,3017820007,600,mg/kg,NA
2377,3017820006,300,mg/kg,NA
2378,3017820005,300,mg/kg,NA
2379,3017820004,300,mg/kg,NA
2380,3017820003,0,mg/kg,NA
2381,3017820002,0,mg/kg,NA
2382,3017820001,0,mg/kg,NA
2383,3017819030,300,mg/kg,NA
2384,3017819029,300,mg/kg,NA
2385,3017819028,300,mg/kg,NA
2386,3017819027,100,mg/kg,NA
2387,3017819026,100,mg/kg,NA
2388,3017819025,100,mg/kg,NA
2389,3017819024,30,mg/kg,NA
2390,3017819023,30,mg/kg,NA
2391,3017819022,30,mg/kg,NA
2392,3017819021,0,mg/kg,NA
2393,3017819020,0,mg/kg,NA
2394,3017819019,0,mg/kg,NA
2395,3017819018,300,mg/kg,NA
2396,3017819017,300,mg/kg,NA
2397,3017819016,300,mg/kg,NA
2398,3017819015,100,mg/kg,NA
2399,3017819014,100,mg/kg,NA
2400,3017819013,100,mg/kg,NA
2401,3017819012,30,mg/kg,NA
2402,3017819011,30,mg/kg,NA
2403,3017819010,30,mg/kg,NA
2404,3017819009,0,mg/kg,NA
2405,3017819008,0,mg/kg,NA
2406,3017819007,0,mg/kg,NA
2407,3017817026,1000,mg/kg,NA
2408,3017817025,1000,mg/kg,NA
2409,3017817024,1000,mg/kg,NA
2410,3017817023,600,mg/kg,NA
2411,3017817022,600,mg/kg,NA
2412,3017817021,600,mg/kg,NA
2413,3017817020,300,mg/kg,NA
2414,3017817019,300,mg/kg,NA
2415,3017817018,300,mg/kg,NA
2416,3017817017,0,mg/kg,NA
2417,3017817016,0,mg/kg,NA
2418,3017817015,0,mg/kg,NA
2419,3017815026,1000,mg/kg,NA
2420,3017815025,1000,mg/kg,NA
2421,3017815024,1000,mg/kg,NA
2422,3017815023,300,mg/kg,NA
2423,3017815022,300,mg/kg,NA
2424,3017815021,300,mg/kg,NA
2425,3017815020,100,mg/kg,NA
2426,3017815019,100,mg/kg,NA
2427,3017815018,100,mg/kg,NA
2428,3017815017,0,mg/kg,NA
2429,3017815016,0,mg/kg,NA
2430,3017815015,0,mg/kg,NA
2431,3017815014,1000,mg/kg,NA
2432,3017815013,1000,mg/kg,NA
2433,3017815012,1000,mg/kg,NA
2434,3017815011,300,mg/kg,NA
2435,3017815010,300,mg/kg,NA
2436,3017815009,300,mg/kg,NA
2437,3017815008,100,mg/kg,NA
2438,3017815007,100,mg/kg,NA
2439,3017815006,100,mg/kg,NA
2440,3017815005,0,mg/kg,NA
2441,3017815004,0,mg/kg,NA
2442,3017815003,0,mg/kg,NA
2443,3017815002,1000,mg/kg,NA
2444,3017815001,1000,mg/kg,NA
2445,3017814030,1000,mg/kg,NA
2446,3017814029,600,mg/kg,NA
2447,3017814028,600,mg/kg,NA
2448,3017814027,600,mg/kg,NA
2449,3017814026,300,mg/kg,NA
2450,3017814025,300,mg/kg,NA
2451,3017814024,300,mg/kg,NA
2452,3017814023,0,mg/kg,NA
2453,3017814022,0,mg/kg,NA
2454,3017814021,0,mg/kg,NA
2455,3017812020,1000,mg/kg,NA
2456,3017812019,1000,mg/kg,NA
2457,3017812018,1000,mg/kg,NA
2458,3017812017,300,mg/kg,NA
2459,3017812016,300,mg/kg,NA
2460,3017812015,300,mg/kg,NA
2461,3017812014,100,mg/kg,NA
2462,3017812013,100,mg/kg,NA
2463,3017812012,100,mg/kg,NA
2464,3017812011,0,mg/kg,NA
2465,3017812010,0,mg/kg,NA
2466,3017812009,0,mg/kg,NA
2467,3017812008,1000,mg/kg,NA
2468,3017812007,1000,mg/kg,NA
2469,3017812006,1000,mg/kg,NA
2470,3017812005,300,mg/kg,NA
2471,3017812004,300,mg/kg,NA
2472,3017812003,300,mg/kg,NA
2473,3017812002,100,mg/kg,NA
2474,3017812001,100,mg/kg,NA
2475,3017811030,1000,mg/kg,NA
2476,3017811029,1000,mg/kg,NA
2477,3017811028,1000,mg/kg,NA
2478,3017811027,600,mg/kg,NA
2479,3017811026,600,mg/kg,NA
2480,3017811025,600,mg/kg,NA
2481,3017811024,300,mg/kg,NA
2482,3017811023,300,mg/kg,NA
2483,3017811022,300,mg/kg,NA
2484,3017811021,0,mg/kg,NA
2485,3017811020,0,mg/kg,NA
2486,3017811019,0,mg/kg,NA
2487,3017811018,100,mg/kg,NA
2488,3017811017,0,mg/kg,NA
2489,3017811016,0,mg/kg,NA
2490,3017811015,0,mg/kg,NA
2491,3017809014,150,mg/kg,NA
2492,3017809013,150,mg/kg,NA
2493,3017809012,150,mg/kg,NA
2494,3017809011,50,mg/kg,NA
2495,3017809010,50,mg/kg,NA
2496,3017809009,50,mg/kg,NA
2497,3017809008,15,mg/kg,NA
2498,3017809007,15,mg/kg,NA
2499,3017809006,15,mg/kg,NA
2500,3017809005,0,mg/kg,NA
2501,3017809004,0,mg/kg,NA
2502,3017809003,0,mg/kg,NA
2503,3017809002,150,mg/kg,NA
2504,3017809001,150,mg/kg,NA
2505,3017808030,150,mg/kg,NA
2506,3017808029,50,mg/kg,NA
2507,3017808028,50,mg/kg,NA
2508,3017808027,50,mg/kg,NA
2509,3017808026,15,mg/kg,NA
2510,3017808025,15,mg/kg,NA
2511,3017808024,15,mg/kg,NA
2512,3017808023,0,mg/kg,NA
2513,3017808022,0,mg/kg,NA
2514,3017808021,0,mg/kg,NA
2515,3017808020,1000,mg/kg,NA
2516,3017808019,1000,mg/kg,NA
2517,3017808018,1000,mg/kg,NA
2518,3017808017,600,mg/kg,NA
2519,3017808016,600,mg/kg,NA
2520,3017808015,600,mg/kg,NA
2521,3017808014,300,mg/kg,NA
2522,3017808013,300,mg/kg,NA
2523,3017808012,300,mg/kg,NA
2524,3017808011,0,mg/kg,NA
2525,3017808010,0,mg/kg,NA
2526,3017808009,0,mg/kg,NA
2527,3017808008,50,mg/kg,NA
2528,3017808007,50,mg/kg,NA
2529,3017808006,50,mg/kg,NA
2530,3017808005,5,mg/kg,NA
2531,3017808004,5,mg/kg,NA
2532,3017808003,5,mg/kg,NA
2533,3017808002,0.5,mg/kg,NA
2534,3017808001,0.5,mg/kg,NA
2535,3017807030,0.5,mg/kg,NA
2536,3017807029,0,mg/kg,NA
2537,3017807028,0,mg/kg,NA
2538,3017807027,0,mg/kg,NA
2539,3017807026,50,mg/kg,NA
2540,3017807025,50,mg/kg,NA
2541,3017807024,50,mg/kg,NA
2542,3017807023,5,mg/kg,NA
2543,3017807022,5,mg/kg,NA
2544,3017807021,5,mg/kg,NA
2545,3017807020,0.5,mg/kg,NA
2546,3017807019,0.5,mg/kg,NA
2547,3017807018,0.5,mg/kg,NA
2548,3017807017,0,mg/kg,NA
2549,3017807016,0,mg/kg,NA
2550,3017807015,0,mg/kg,NA
2551,3017807014,600,mg/kg,NA
2552,3017807013,600,mg/kg,NA
2553,3017807012,600,mg/kg,NA
2554,3017807011,200,mg/kg,NA
2555,3017807010,200,mg/kg,NA
2556,3017807009,200,mg/kg,NA
2557,3017807008,60,mg/kg,NA
2558,3017807007,60,mg/kg,NA
2559,3017807006,60,mg/kg,NA
2560,3017807005,0,mg/kg,NA
2561,3017807004,0,mg/kg,NA
2562,3017807003,0,mg/kg,NA
2563,3017807002,600,mg/kg,NA
2564,3017807001,600,mg/kg,NA
2565,3017806030,600,mg/kg,NA
2566,3017806029,200,mg/kg,NA
